Ano,date,description,amount
2020,25 Set,Agro Uniao Pet Shop ,"19,00"
2020,25 Set,The Best Acai Pl ,"8,13"
2020,26 Set,Amazon.Com.Br 1/4,"37,48"
2020,26 Set,The Best Acai Pl ,"15,00"
2020,28 Set,Pagamento recebido ,"-79,61"
2020,30 Set,Pag*Brunasabrinamarti ,"29,50"
2020,30 Set,Biazussi e Sangalli ,"16,90"
2020,01 Out,Amazonprimebr ,"9,90"
2020,03 Out,Amazon.Com.Br 2/4,"37,47"
2020,03 Out,Pagamento recebido ,"-56,30"
2020,05 Out,Mercado Ideal ,"21,40"
2020,06 Out,The Best Acai Pl ,"8,85"
2020,09 Out,Sumup *Fastburger ,"4,00"
2020,09 Out,Biazussi e Sangalli ,"6,40"
2020,10 Out,Pag*Garapadoisirmaos ,"11,00"
2020,12 Out,Pag*Claudineiamaramar ,"15,00"
2020,19 Out,Trento de Palotina ,"3,95"
2020,28 Out,Pag*Garapadoisirmaos ,"5,00"
2020,29 Out,The Best Acai Pl ,"13,10"
2020,30 Out,Amazonprimebr ,"9,90"
2020,03 Nov,Amazon.Com.Br 3/4,"37,47"
2020,10 Nov,Amazon.Com.Br 4/4,"37,47"
2020,10 Nov,Iris Pay ,"8,00"
2020,10 Nov,Desconto Antecipação Amazon.Com.Br ,"-0,05"
2020,10 Nov,Pagamento recebido ,"-136,07"
2020,11 Nov,Dicases Palotina ,"30,00"
2020,12 Nov,Posto Cvale ,"10,00"
2020,12 Nov,Supermercado Copagril ,"6,88"
2020,12 Nov,Posto Cvale ,"5,00"
2020,13 Nov,Amazon-Marketplace ,"55,01"
2020,14 Nov,Iris Pay ,"22,00"
2020,18 Nov,Pagamento recebido ,"-9,29"
2020,19 Nov,Biazussi e Sangalli ,"9,40"
2020,24 Nov,Pagamento recebido ,"-100,00"
2020,25 Nov,Aiqfome*Agenor Celso e ,"18,00"
2020,26 Nov,Ruanis e Ruanis ,"19,00"
2020,26 Nov,Pag*Anacarolinacruz ,"18,00"
2020,27 Nov,Bozo Lanches ,"34,00"
2020,28 Nov,Amazon.Com.Br Digital ,"16,90"
2020,28 Nov,Pagamento recebido ,"-20,00"
2020,30 Nov,Amazonprimebr ,"9,90"
2020,04 Dez,Pagamento recebido ,"-207,69"
2020,07 Dez,Hipermercado Cvale ,"7,80"
2020,07 Dez,Hipermercado Cvale ,"29,11"
2020,08 Dez,Udemy.Com ,"24,90"
2020,08 Dez,Udemy.Com ,"34,90"
2020,08 Dez,Udemy.Com ,"24,90"
2020,10 Dez,G A Machado e Cia ,"8,00"
2020,12 Dez,Mercado Iguacu ,"9,80"
2020,14 Dez,Sorveteria Mm*Sorveter ,"15,00"
2020,16 Dez,Point Lanches ,"17,00"
2020,19 Dez,Biazussi e Sangalli ,"9,50"
2020,21 Dez,Pagamento recebido ,"-30,49"
2020,22 Dez,Surf *Correios ,"25,00"
2020,24 Dez,Biazussi e Sangalli ,"6,80"
2020,29 Dez,Amazonprimebr ,"9,90"
2020,31 Dez,Pagamento recebido ,"-100,41"
2021,04 Jan,Surf *Correios ,"25,00"
2021,04 Jan,Emporio ,"45,00"
2021,04 Jan,Filial Cascavel Shoppi ,"31,70"
2021,05 Jan,Biazussi e Sangalli ,"5,40"
2021,07 Jan,Texas Pub ,"17,00"
2021,08 Jan,Pagamento recebido ,"-91,71"
2021,08 Jan,Pagamento recebido ,"-124,10"
2021,11 Jan,Jeremias Prado de Oliv ,"54,00"
2021,12 Jan,Quintal Detoni Steak ,"20,00"
2021,12 Jan,Mercado Iguacu ,"8,50"
2021,13 Jan,99oculos 1/2,"56,50"
2021,18 Jan,Pag*Agenorcelsoengrac ,"19,00"
2021,20 Jan,Pagamento recebido ,"-25,00"
2021,21 Jan,Surf *Correioscel ,"25,00"
2021,25 Jan,Pastelaria Mandacaru C ,"20,00"
2021,26 Jan,Biazussi e Sangalli ,"20,60"
2021,26 Jan,Pagamento recebido ,"-10,00"
2021,27 Jan,G A Machado e Cia ,"11,00"
2021,28 Jan,Texas Pub ,"36,00"
2021,29 Jan,Amazonprimebr ,"9,90"
2021,01 Fev,Monique Cases ,"30,00"
2021,01 Fev,Marques Zancan ,"7,00"
2021,01 Fev,Perenisse Ivoni Detsch ,"10,00"
2021,01 Fev,Jair Fajardo*Tend Tudo ,"17,00"
2021,01 Fev,Pag*Thiagoantoniohame ,"7,66"
2021,02 Fev,Mercado Iguacu ,"5,80"
2021,02 Fev,Biazussi e Sangalli ,"25,77"
2021,03 Fev,99oculos 2/2,"56,50"
2021,05 Fev,Pagamento recebido ,"-348,73"
2021,09 Fev,Surf *Correios ,"40,00"
2021,09 Fev,Auto Posto Cauneto ,"42,00"
2021,11 Fev,Agro Uniao Pet Shop ,"42,00"
2021,11 Fev,Udemy.Com ,"39,90"
2021,13 Fev,Biazussi e Sangalli ,"20,50"
2021,13 Fev,Pagamento recebido ,"-40,00"
2021,13 Fev,Udemy.Com ,"27,90"
2021,15 Fev,Google Niagara ,"26,99"
2021,15 Fev,Pag*Anamariacremonez ,"54,82"
2021,16 Fev,Ruanis e Ruanis ,"2,00"
2021,16 Fev,Pag*Thiagoantoniohame ,"9,00"
2021,17 Fev,G A Machado e Cia ,"23,45"
2021,18 Fev,Auto Posto Avenida ,"8,00"
2021,20 Fev,Surf *Correioscel ,"40,00"
2021,23 Fev,Biazussi e Sangalli ,"13,10"
2021,24 Fev,Biazussi e Sangalli ,"6,80"
2021,28 Fev,Pagamento recebido ,"-15,00"
2021,03 Mar,Amazonprimebr ,"9,90"
2021,05 Mar,Pagamento recebido ,"-397,96"
2021,08 Mar,Supermercado Ideal ,"17,90"
2021,08 Mar,Pag*Mirianschreiber ,"46,75"
2021,09 Mar,Biazussi e Sangalli ,"13,20"
2021,09 Mar,Hipermercado Cvale ,"20,72"
2021,10 Mar,Amazon.Com.Br ,"99,98"
2021,11 Mar,N Benitez Cagol Resta ,"21,00"
2021,11 Mar,G A Machado e Cia ,"9,00"
2021,11 Mar,Quintal Detoni Steak ,"25,00"
2021,12 Mar,Dicases Palotina ,"40,00"
2021,13 Mar,Mercado Iguacu ,"28,05"
2021,17 Mar,G A Machado e Cia ,"16,00"
2021,22 Mar,Surf *Correioscel ,"40,00"
2021,22 Mar,Dicases Palotina ,"30,00"
2021,07 Abr,Mercadolivre*Mercadol 1/2,"45,19"
2021,11 Abr,Pagamento recebido ,"-417,50"
2021,12 Abr,Desconto Antecipação Mercadolivre*Mercadol ,"-0,08"
2021,12 Abr,Mercadolivre*Mercadol 2/2,"45,20"
2021,13 Abr,Cremonese Assados ,"63,75"
2021,13 Abr,Mercado Iguacu ,"14,40"
2021,15 Abr,Amazon.Com.Br 1/5,"40,03"
2021,17 Abr,Mercado Iguacu ,"15,80"
2021,19 Abr,Farmacia Sto Antonio ,"22,00"
2021,19 Abr,Deck Beer ,"4,00"
2021,21 Abr,Surf *Correioscel ,"40,00"
2021,22 Abr,Pag*Restauranteca ,"68,00"
2021,23 Abr,Amazon.Com.Br ,"26,00"
2021,23 Abr,Mercado Iguacu ,"15,40"
2021,24 Abr,Pag*Agenorcelsoengrac ,"19,00"
2021,29 Abr,Amazonprimebr ,"9,90"
2021,29 Abr,Jeremias Prado de Oliv ,"17,00"
2021,03 Mai,Pag*Juliocesarhenz ,"19,00"
2021,03 Mai,Amazon.Com.Br 2/5,"39,99"
2021,04 Mai,Pag*Thiagoantoniohame ,"19,00"
2021,04 Mai,Panificadora Pao de ,"8,00"
2021,06 Mai,Aconchego Confeitaria ,"40,00"
2021,07 Mai,Amazon.Com.Br ,"53,90"
2021,08 Mai,Mp *Guarapeira ,"17,00"
2021,09 Mai,Pagamento recebido ,"-445,59"
2021,17 Mai,Dicases Palotina ,"50,00"
2021,17 Mai,Pag*Datecinformatica 1/2,"62,50"
2021,20 Mai,Agro Uniao Pet Shop ,"25,00"
2021,21 Mai,Doce Lar ,"22,47"
2021,21 Mai,Surf *Correioscel ,"40,00"
2021,24 Mai,Pagamento recebido ,"-26,00"
2021,24 Mai,Pagamento recebido ,"-30,00"
2021,26 Mai,Panificadora Pao de ,"8,50"
2021,29 Mai,Panificadora Pao de ,"6,00"
2021,29 Mai,Amazonprimebr ,"9,90"
2021,29 Mai,Cremonese Assados ,"28,98"
2021,31 Mai,Texas Pub ,"54,00"
2021,31 Mai,Mp *Barbeariafd ,"20,00"
2021,03 Jun,Amazon.Com.Br 3/5,"39,99"
2021,03 Jun,Pag*Datecinformatica 2/2,"62,50"
2021,09 Jun,Pagamento recebido ,"-468,24"
2021,10 Jun,Aconchego Confeitaria ,"61,50"
2021,10 Jun,Dicases Palotina ,"60,00"
2021,11 Jun,Ki Shawarma ,"42,10"
2021,16 Jun,Monique Cases ,"20,00"
2021,16 Jun,Monique Cases 1/2,"45,00"
2021,17 Jun,Biazussi e Sangalli ,"15,70"
2021,19 Jun,Pag*Datecinformatica ,"75,00"
2021,19 Jun,Pag*Datecinformatica ,"20,00"
2021,21 Jun,Surf *Correioscel ,"40,00"
2021,23 Jun,Brapel Comercio de Ali ,"26,40"
2021,01 Jul,Amazonprimebr ,"9,90"
2021,03 Jul,Amazon.Com.Br 4/5,"39,99"
2021,03 Jul,Monique Cases 2/2,"45,00"
2021,05 Jul,Bike Mobc*Bike Pelotas ,"15,00"
2021,07 Jul,Pagamento recebido ,"-518,09"
2021,09 Jul,Amazon.Com.Br 1/3,"66,67"
2021,10 Jul,Pag*Fmottacarvalho ,"89,90"
2021,10 Jul,Brapel C de A ,"13,00"
2021,14 Jul,Tania M G Lopes ,"8,50"
2021,15 Jul,Tania M G Lopes ,"6,50"
2021,19 Jul,Amazon.Com.Br ,"21,28"
2021,19 Jul,Uber *Trip ,"17,94"
2021,19 Jul,Uber *Uber *Trip ,"2,00"
2021,20 Jul,Surf *Correioscel ,"40,00"
2021,21 Jul,Uber *Uber *Trip ,"1,00"
2021,21 Jul,Udemy 1/2,"49,95"
2021,22 Jul,Uber *Uber *Trip ,"6,59"
2021,22 Jul,Uber *Trip Help.Uber.C ,"6,92"
2021,23 Jul,Uber *Uber *Trip ,"1,00"
2021,23 Jul,Uber *Uber *Trip ,"2,00"
2021,23 Jul,Uber *Uber *Trip ,"18,96"
2021,24 Jul,Uber *Trip Help.Uber.C ,"16,98"
2021,26 Jul,Google Tinder ,"29,99"
2021,29 Jul,Amazonprimebr ,"9,90"
2021,03 Ago,Amazon.Com.Br 2/3,"66,66"
2021,03 Ago,Amazon.Com.Br 5/5,"39,99"
2021,03 Ago,Udemy 2/2,"49,95"
2021,06 Ago,Amazon.Com.Br 1/2,"79,45"
2021,07 Ago,Tania M G Lopes ,"7,00"
2021,09 Ago,Riachuelo 1/2,"52,90"
2021,09 Ago,Uber *Uber *Trip ,"19,58"
2021,09 Ago,Pag*Peruzzo ,"204,10"
2021,09 Ago,Pagamento recebido ,"-509,07"
2021,09 Ago,Uber *Uber *Trip ,"10,99"
2021,10 Ago,Pagamento recebido ,"-10,00"
2021,10 Ago,Mercadolibre*Mercadol 1/2,"45,70"
2021,11 Ago,Uber *Uber *Trip ,"8,92"
2021,12 Ago,Tania M G Lopes ,"9,50"
2021,12 Ago,Pag*Pamelatainasandin ,"45,85"
2021,14 Ago,Tania M G Lopes ,"21,10"
2021,16 Ago,Uber *Uber *Trip ,"21,95"
2021,16 Ago,Uber *Trip Help.Uber.C ,"8,98"
2021,16 Ago,Uber *Uber *Trip ,"1,00"
2021,16 Ago,Grupo Falcao Prime ,"50,00"
2021,16 Ago,Uber *Uber *Trip ,"8,96"
2021,16 Ago,W P C Intermediacao de 1/3,"36,68"
2021,16 Ago,Cloudwa*Tainan Leon da 1/2,"55,00"
2021,16 Ago,Uber *Uber *Trip ,"9,95"
2021,17 Ago,Uber *Trip Help.Uber.C ,"2,00"
2021,17 Ago,Uber *Uber *Trip ,"31,01"
2021,19 Ago,Surf *Correioscel ,"40,00"
2021,23 Ago,Uber *Uber *Trip ,"7,98"
2021,23 Ago,Uber *Uber *Trip ,"8,91"
2021,27 Ago,Uber *Uber *Trip ,"19,96"
2021,27 Ago,Amazon.Com.Br 1/2,"44,45"
2021,30 Ago,Amazonprimebr ,"9,90"
2021,03 Set,Amazon.Com.Br 3/3,"66,66"
2021,03 Set,Riachuelo 2/2,"52,90"
2021,03 Set,Amazon.Com.Br 2/2,"79,45"
2021,03 Set,W P C Intermediacao de 2/3,"36,66"
2021,03 Set,Amazon.Com.Br 2/2,"44,45"
2021,03 Set,Cloudwa*Tainan Leon da 2/2,"55,00"
2021,03 Set,Mercadolibre*Mercadol 2/2,"45,70"
2021,04 Set,Mercadolibre*Mercadol 1/2,"61,80"
2021,04 Set,Ifood *Ifood ,"36,89"
2021,08 Set,Pagamento recebido ,"-1.008,42"
2021,10 Set,Amazon.Com.Br ,"37,90"
2021,11 Set,Vetorial Int*Fat ,"25,00"
2021,11 Set,Vetorial Int*Fat ,"25,00"
2021,11 Set,Vetorial Int*Fat ,"129,00"
2021,13 Set,Uber *Uber *Trip ,"6,32"
2021,13 Set,Uber *Uber *Trip ,"3,00"
2021,13 Set,Pag*Patricknevesdossa ,"19,96"
2021,15 Set,Ifood *Ifood ,"28,79"
2021,15 Set,Tania M G Lopes ,"3,75"
2021,16 Set,Serasa 1/12,"17,23"
2021,17 Set,Uber *Uber *Trip ,"7,94"
2021,17 Set,Uber *Uber *Trip ,"9,94"
2021,18 Set,Correios Cel*Recarga ,"40,00"
2021,21 Set,Ifd*Wms Supermercados ,"49,44"
2021,25 Set,Uber *Uber *Trip ,"8,91"
2021,28 Set,Uber *Uber *Trip ,"11,91"
2021,29 Set,Amazonprimebr ,"9,90"
2021,29 Set,Amazon 1/2,"35,95"
2021,01 Out,Burger King Shop Pelot ,"25,90"
2021,01 Out,Uber *Uber *Trip ,"9,98"
2021,03 Out,Serasa 2/12,"17,17"
2021,03 Out,Mercadolibre*Mercadol 2/2,"61,79"
2021,03 Out,W P C Intermediacao de 3/3,"36,66"
2021,03 Out,Amazon 2/2,"35,95"
2021,05 Out,Pagamento recebido ,"-985,33"
2021,06 Out,Top Alimentos ,"16,85"
2021,07 Out,Pag*Spacecoversnews ,"39,90"
2021,07 Out,Mercado Humuarama ,"36,25"
2021,07 Out,Roberto H Peter e Cia 1/2,"59,95"
2021,07 Out,Kalunga Shopping Pelot 1/3,"36,64"
2021,08 Out,Ifood *Ifood ,"31,99"
2021,11 Out,Pag*Paulorobertoweste ,"50,00"
2021,11 Out,Panvel Filial ,"14,49"
2021,11 Out,Clip Pelotas ,"14,99"
2021,12 Out,Expresso Embaixador ,"85,80"
2021,12 Out,Uber *Trip Help.Uber.C ,"7,99"
2021,12 Out,Vetorial Int*Fat ,"98,90"
2021,12 Out,Pag*Nandadoces ,"60,00"
2021,12 Out,Unesul Matriz 1/5,"45,83"
2021,12 Out,Farmacia Sao Joao ,"29,98"
2021,12 Out,Uber *Uber *Trip ,"14,92"
2021,12 Out,Uber *Uber *Trip ,"3,00"
2021,14 Out,Dicases Palotina ,"30,00"
2021,17 Out,Pag*Thiagoantonio ,"18,00"
2021,18 Out,Correios Cel*Recarga ,"40,00"
2021,30 Out,Doce Lar ,"9,24"
2021,31 Out,Pag*Maurovonmuehlen ,"8,00"
2021,03 Nov,Serasa 3/12,"17,17"
2021,03 Nov,Unesul Matriz 2/5,"45,82"
2021,03 Nov,Roberto H Peter e Cia 2/2,"59,95"
2021,03 Nov,Kalunga Shopping Pelot 2/3,"36,63"
2021,04 Nov,Cremonese Assados ,"19,97"
2021,05 Nov,Mercado Iguacu ,"25,30"
2021,06 Nov,Pag*Leticianunesdo ,"21,50"
2021,06 Nov,Ki Shawarma ,"21,00"
2021,06 Nov,Dicases Palotina ,"75,00"
2021,06 Nov,Pagamento recebido ,"-904,29"
2021,07 Nov,Hipermercado Cvale ,"31,96"
2021,07 Nov,44 Ginteria Steak Hou ,"89,90"
2021,09 Nov,G A Machado e Cia ,"6,00"
2021,09 Nov,Mercado Iguacu ,"14,70"
2021,09 Nov,Biazussi e Sangalli ,"51,56"
2021,10 Nov,Vagner . ,"39,00"
2021,10 Nov,Sorvetes e Picoles Ca ,"8,00"
2021,10 Nov,Supermercado Biondo ,"9,25"
2021,11 Nov,Viacao Ouro e Prata 1/3,"83,10"
2021,12 Nov,Trento de Palotina ,"20,14"
2021,12 Nov,Bozo Lanches ,"19,00"
2021,13 Nov,Biazussi e Sangalli ,"9,40"
2021,14 Nov,Biazussi e Sangalli ,"18,70"
2021,15 Nov,Posto Cauneto ,"4,00"
2021,15 Nov,Asfuca ,"5,00"
2021,15 Nov,Asfuca ,"10,00"
2021,15 Nov,Pag*Brunodossantos ,"30,88"
2021,15 Nov,Asfuca ,"10,00"
2021,15 Nov,Asfuca ,"10,00"
2021,16 Nov,Canassa Delivery ,"9,00"
2021,17 Nov,Correios Cel*Recarga ,"40,00"
2021,17 Nov,Mercado Ideal ,"17,37"
2021,20 Nov,Correios Cel*Recarga ,"40,00"
2021,20 Nov,Pag*Postoestreladoura ,"20,00"
2021,20 Nov,Uber *Uber *Trip ,"12,14"
2021,20 Nov,Uber *Uber *Trip ,"3,00"
2021,20 Nov,Uber *Uber *Trip ,"10,92"
2021,20 Nov,Camargo Vending ,"4,50"
2021,20 Nov,Jaqueline Larraneaga D ,"6,00"
2021,20 Nov,Filial Cascavel Shoppi ,"21,20"
2021,21 Nov,Ki Shawarma ,"21,00"
2021,21 Nov,Sidaw Comercio de Prod 1/2,"44,75"
2021,27 Nov,Biazussi e Sangalli ,"10,93"
2021,03 Dez,Serasa 4/12,"17,17"
2021,03 Dez,Sidaw Comercio de Prod 2/2,"44,75"
2021,03 Dez,Viacao Ouro e Prata 2/3,"83,10"
2021,03 Dez,Unesul Matriz 3/5,"45,82"
2021,03 Dez,Kalunga Shopping Pelot 3/3,"36,63"
2021,08 Dez,Pagamento recebido ,"-500,00"
2021,09 Dez,Point Beer ,"40,00"
2021,10 Dez,Parcelamento de Fatura 1/3,"216,82"
2021,10 Dez,Biazussi e Sangalli L ,"5,20"
2021,10 Dez,Crédito de parcelamento ,"-553,74"
2021,10 Dez,Mp *Avenidalanche ,"21,00"
2021,11 Dez,Auto Posto Cauneto ,"6,00"
2021,11 Dez,Point Beer ,"40,00"
2021,11 Dez,N Benitez Cagol Resta ,"27,00"
2021,12 Dez,Ponto Certo ,"25,00"
2021,12 Dez,Biazussi e Sangalli L ,"11,40"
2021,14 Dez,Biazussi e Sangalli ,"23,64"
2021,14 Dez,G A Machado e Cia ,"3,00"
2021,15 Dez,Expresso Embaixador 1/2,"47,98"
2021,15 Dez,Larica Delivery ,"20,50"
2021,17 Dez,Biazussi e Sangalli ,"39,43"
2021,18 Dez,Crédito de parcelamento de compra ,"-40,00"
2021,18 Dez,Crédito de parcelamento de compra ,"-40,00"
2021,18 Dez,Biazussi e Sangalli ,"28,00"
2021,18 Dez,"Parcelamento de Compra ""Point Beer"" 1/2","20,59"
2021,18 Dez,"Parcelamento de Compra ""Point Beer"" 1/2","20,59"
2021,19 Dez,Papaleguas ,"9,00"
2021,20 Dez,Lanches Serra Dourada ,"8,00"
2022,03 Jan,Serasa 5/12,"17,17"
2022,03 Jan,Parcelamento de Fatura 2/3,"216,82"
2022,03 Jan,Expresso Embaixador 2/2,"47,97"
2022,03 Jan,"Parcelamento de Compra ""Point Beer"" 2/2","20,59"
2022,03 Jan,Unesul Matriz 4/5,"45,82"
2022,03 Jan,"Parcelamento de Compra ""Point Beer"" 2/2","20,59"
2022,03 Jan,Viacao Ouro e Prata 3/3,"83,10"
2022,04 Jan,Pagamento recebido ,"-80,00"
2022,05 Jan,Pagamento recebido ,"-680,62"
2022,05 Jan,Jk Bar ,"33,00"
2022,06 Jan,Silvinha Family Diver ,"5,00"
2022,06 Jan,Burger King Shop Pelot ,"36,90"
2022,06 Jan,Cobasi O Shopping do S ,"29,99"
2022,07 Jan,Mercado Umuarama ,"28,49"
2022,08 Jan,Mercado Umuarama ,"11,70"
2022,09 Jan,Pag*Danielesouza 1/3,"51,68"
2022,09 Jan,00005 Lj Pelotas ,"49,90"
2022,09 Jan,Crédito de parcelamento de compra ,"-49,90"
2022,09 Jan,Uber *Uber *Trip ,"11,74"
2022,09 Jan,"Parcelamento de Compra ""00005 Lj Pelotas"" 1/2","25,69"
2022,09 Jan,Nacional Gerneral Osor ,"11,96"
2022,09 Jan,Correios Cel*Recarga ,"40,00"
2022,10 Jan,Udemy ,"34,90"
2022,11 Jan,Posto 3k ,"33,50"
2022,11 Jan,Panvel Filial ,"10,49"
2022,14 Jan,Lojas Americanas ,"9,99"
2022,14 Jan,Burger King Shop Pelot ,"13,80"
2022,18 Jan,Top Alimentos ,"7,30"
2022,21 Jan,Bred Capas ,"80,00"
2022,21 Jan,Pag*Panvelfilial321 ,"7,74"
2022,22 Jan,Mercado Umuarama ,"15,19"
2022,23 Jan,Uber *Uber *Trip ,"1,00"
2022,23 Jan,Mercado Umuarama ,"54,90"
2022,23 Jan,Pag*Ferragemmirim ,"20,00"
2022,24 Jan,Uber *Trip ,"8,12"
2022,25 Jan,Mercado Umuarama ,"21,69"
2022,27 Jan,Amazon.Com.Br ,"8,70"
2022,28 Jan,Pag*Flordeliz ,"11,50"
2022,29 Jan,Amazonprimebr ,"9,90"
2022,03 Fev,Pag*Danielesouza 2/3,"51,66"
2022,03 Fev,Serasa 6/12,"17,17"
2022,03 Fev,Parcelamento de Fatura 3/3,"216,82"
2022,03 Fev,"Parcelamento de Compra ""00005 Lj Pelotas"" 2/2","25,69"
2022,03 Fev,Pagamento recebido ,"-404,17"
2022,03 Fev,Unesul Matriz 5/5,"45,82"
2022,04 Fev,Mercado Umuarama ,"15,11"
2022,04 Fev,Amazon Marketplace 1/5,"35,46"
2022,05 Fev,Pagamento recebido ,"-29,00"
2022,05 Fev,Posto de Combustiveis ,"13,00"
2022,05 Fev,Pp *Ikeg Cheers 1/4,"22,06"
2022,05 Fev,Pagamento recebido ,"-682,76"
2022,06 Fev,Kalunga Shopping Pelot ,"8,90"
2022,06 Fev,Lojas Renner Fl 1/2,"69,95"
2022,06 Fev,Pag*Pelotas ,"12,68"
2022,06 Fev,Giraffas ,"58,00"
2022,08 Fev,Uber *Uber *Trip ,"7,90"
2022,08 Fev,Correios Cel*Recarga ,"40,00"
2022,10 Fev,Cobasi O Shopping do S ,"52,30"
2022,11 Fev,Uber *Uber *Trip ,"11,35"
2022,12 Fev,Crédito de parcelamento de compra ,"-58,00"
2022,12 Fev,Uber *Trip ,"11,65"
2022,12 Fev,"Parcelamento de Compra ""Giraffas"" 1/2","29,57"
2022,12 Fev,Crédito de parcelamento de compra ,"-52,30"
2022,12 Fev,Uber *Uber *Trip ,"8,35"
2022,12 Fev,"Parcelamento de Compra ""Cobasi O Shopping do S"" 1/2","26,67"
2022,13 Fev,Filial Drive Pelotas ,"12,90"
2022,14 Fev,Amazon.Com.Br ,"14,57"
2022,14 Fev,Posto 3k ,"18,00"
2022,15 Fev,Burger King Shop Pelot ,"17,50"
2022,16 Fev,Uber *Uber *Trip ,"11,79"
2022,16 Fev,Uber *Uber *Trip ,"13,08"
2022,20 Fev,Uber *Uber *Trip ,"7,18"
2022,20 Fev,Uber *Uber *Trip ,"8,05"
2022,20 Fev,Uber *Uber *Trip ,"6,49"
2022,22 Fev,Kalunga Shopping Pelot ,"5,90"
2022,22 Fev,Burger King Shop Pelot ,"31,90"
2022,22 Fev,G L Gotuzzo Eireli ,"26,00"
2022,25 Fev,Burger King Shop Pelot ,"32,90"
2022,25 Fev,Lojas Americanas ,"18,98"
2022,26 Fev,Amazon Marketplace 1/2,"32,40"
2022,01 Mar,Amazonprimebr ,"9,90"
2022,03 Mar,"Parcelamento de Compra ""Giraffas"" 2/2","29,57"
2022,03 Mar,Pag*Danielesouza 3/3,"51,66"
2022,03 Mar,Lojas Renner Fl 2/2,"69,95"
2022,03 Mar,Amazon Marketplace 2/2,"32,40"
2022,03 Mar,Serasa 7/12,"17,17"
2022,03 Mar,Pp *Ikeg Cheers 2/4,"22,06"
2022,03 Mar,Amazon Marketplace 2/5,"35,43"
